"Gene_ID","Gene_Symbol","logFC_24455","p_24455","padj_24455","logFC_63183","p_63183","padj_63183","meta_log2FC","meta_pvalue","meta_padj"
958,"CD40",0.990914793332409,0.00191841115692606,0.0132702997568817,2.53066904782784,0.00246999563709606,0.0291511668183752,0.990914793332409,0.00191841115692605,0.0131566315507802
960,"CD44",1.05370954239002,0.00500823607279156,0.0286030095143535,2.83015941608306,0.00016942425136862,0.00332579272886648,1.05370954239002,0.00500823607279174,0.0283722886426265
967,"CD63",1.15271005460416,0.00289630753228223,0.0184278741645996,2.06425029428576,0.00402746044692513,0.0421061819276471,1.15271005460416,0.00289630753228213,0.0182737082160786
1007,"CDH9",-1.25951913978126,0.00627644109975994,0.0342233384682718,-7.73157307528771,1.36756797729563e-05,0.00038769669931831,-1.25951913978126,0.00627644109975997,0.0339324301685437
1014,"CDH16",-1.25145853046101,0.00557870883209868,0.031249877555805,-4.39516540596295,3.41327937899565e-06,0.00011417794234049,-1.25145853046101,0.0055787088320986,0.0309920606440813
1028,"CDKN1C",-1.89120407882635,2.32808390122818e-05,0.00033738778733321,-3.22607678949004,5.44499893936084e-05,0.00128888046927611,-1.89120407882635,2.32808390122805e-05,0.000333931438726147
1029,"CDKN2A",3.66319432276334,1.20949709077996e-09,5.5701394485806e-08,6.44404699422266,2.17833796527688e-09,1.615343626552e-07,3.66319432276334,1.20949709077987e-09,5.49068864453833e-08
1056,"CEL",-2.68817833473236,6.71265841009432e-07,1.55353328870378e-05,-3.69814956321919,0.0009361034248136,0.0135593407920926,-2.68817833473236,6.71265841009429e-07,1.53401310751358e-05
1104,"RCC1",0.973767095739864,0.00733218193488268,0.0388071210467913,2.45827417652376,0.0031448990697025,0.0350201750891323,0.973767095739864,0.00733218193488273,0.038466851761877
1154,"CISH",-1.71264844673104,0.00020131628484432,0.00208047040150867,-2.84428632174156,0.00061858004030721,0.00964351897256621,-1.71264844673104,0.000201316284844329,0.00205944420983011
1184,"CLCN5",-1.80381389293257,1.73251885642601e-10,9.43535269269467e-09,-3.72430930980197,1.355765063118e-06,5.09445441542478e-05,-1.80381389293257,1.732518856426e-10,9.3065943191999e-09
1188,"CLCNKB",-5.60301419433501,1.09767567758906e-11,7.34853707279621e-10,-7.62683121658354,4.05443904785848e-19,1.5801940465828e-16,-5.60301419433501,1.09767567758906e-11,7.21949324923574e-10
1282,"COL4A1",1.78351901182484,4.32410449154663e-07,1.06161019753105e-05,3.57019214016914,1.2895066424776e-05,0.00037004866132332,1.78351901182484,4.32410449154685e-07,1.04859533920011e-05
1284,"COL4A2",1.17947244558591,1.55354615886095e-05,0.00023795611031481,2.67071986595768,0.00056391537822134,0.00894948657538967,1.17947244558591,1.55354615886112e-05,0.000235618254892289
