"Gene_ID","Gene_Symbol","meta_log2FC","meta_SE","meta_pvalue","meta_padj","ci_lower","ci_upper","tau2","I2","Q","Q_pvalue"
290,"ANPEP",-1.30736112147672,0.569538637910175,0.0217059761625135,0.0882308340666778,-2.42363633958466,-0.191085903368778,0,0,0,1
291,"SLC25A4",-0.186138484306307,0.221341779231616,0.400373123496586,0.621200324983253,-0.61996039987429,0.247683431261676,0,0,0,1
292,"SLC25A5",-1.07351321790553,0.358020922487176,0.00271343289557286,0.0173837479212574,-1.7752213316922,-0.371805104118859,0,0,0,1
293,"SLC25A6",0.434031941228047,0.305567347246399,0.155487376714365,0.349361145291091,-0.164869054226339,1.03293293668243,0,0,0,1
301,"ANXA1",1.29342851723651,0.343833656417981,0.000168704597209842,0.0017725918987323,0.619526933984548,1.96733010048847,0,0,0,1
302,"ANXA2",1.28491563697635,0.330798196863125,0.000102629979916832,0.00116772997402418,0.636563084973834,1.93326818897887,0,0,0,1
306,"ANXA3",-0.774673319733031,0.483542562741679,0.10913817114788,0.277417587918582,-1.72239932769892,0.173052688232859,0,0,0,1
307,"ANXA4",1.748926357407,0.242979133052865,6.11712186508862e-13,5.25599268622319e-11,1.27269600762862,2.22515670718538,0,0,0,1
308,"ANXA5",0.518546736956834,0.233312866048005,0.0262469613256196,0.102102648457395,0.0612619223729262,0.975831551540742,0,0,0,1
309,"ANXA6",0.781557155752165,0.348000013751477,0.0247133734916471,0.0974584424650124,0.0994896621798267,1.4636246493245,0,0,0,1
310,"ANXA7",-0.107009650897117,0.223556576755512,0.632173970415761,0.801165677518159,-0.545172489844985,0.331153188050751,0,0,0,1
311,"ANXA11",-0.0771063126914567,0.232370764812761,0.740021783657552,0.869366011070381,-0.532544642784496,0.378332017401582,0,0,0,1
312,"ANXA13",0.744082588389225,0.477909747316818,0.119481856518013,0.294080662912079,-0.192603304212376,1.68076848099083,0,0,0,1
313,"AOAH",1.35588040508716,0.48753987636036,0.00541807786099547,0.0302380636291737,0.400319806393744,2.31144100378058,0,0,0,1
316,"AOX1",-2.97389053567848,0.485590231936108,9.10945938637595e-10,4.22071618235419e-08,-3.9256299015177,-2.02215116983926,0,0,0,1
317,"APAF1",0.103005096606068,0.356954421840197,0.772913116395255,0.886001190822189,-0.596612714323036,0.802622907535172,0,0,0,1
318,"NUDT2",0.478661242951105,0.367960793820778,0.193310320525377,0.401170240363807,-0.242528660660388,1.1998511465626,0,0,0,1
322,"APBB1",-0.146360742749235,0.317898798938945,0.645228828308897,0.809140603157172,-0.769430939398107,0.476709453899637,0,0,0,1
323,"APBB2",0.477881990002053,0.192271699628362,0.0129387205624035,0.059322394323992,0.10103638348416,0.854727596519946,0,0,0,1
324,"APC",-0.475177250499634,0.256572946533204,0.0640234983267608,0.190516183610619,-0.978050985112035,0.0276964841127667,0,0,0,1
326,"AIRE",-0.91315884132868,0.437796007080568,0.0369959300045471,0.131198349355947,-1.77122324778204,-0.0550944348753243,0,0,0,1
327,"APEH",-1.13754547211652,0.29202775703439,9.80637522400754e-05,0.00112815151147861,-1.70990935838994,-0.565181585843102,0,0,0,1
328,"APEX1",0.269515988446063,0.377459944617838,0.475211472500305,0.68497715241839,-0.470291908611383,1.00932388550351,0,0,0,1
329,"BIRC2",0.194400164769544,0.27616030439666,0.481470410209885,0.690382382309889,-0.346864085807528,0.735664415346616,0,0,0,1
330,"BIRC3",2.67596139186493,0.773983839139085,0.000545441649084933,0.00471724807864795,1.15898094253628,4.19294184119358,0,0,0,1
331,"XIAP",-0.0262536904856282,0.206222322985351,0.898696862886777,0.951508999351672,-0.430442016345103,0.377934635373846,0,0,0,1
332,"BIRC5",0.0947850930543984,0.599613495356125,0.874396136485335,0.940954361825491,-1.08043576248778,1.27000594859658,0,0,0,1
333,"APLP1",-0.940257318286057,0.457928248303695,0.0400449204467575,0.138371517781556,-1.83778019246481,-0.0427344441072998,0,0,0,1
