"Pathway_ID","Pathway","Gene_ID"
"GO:0097193","intrinsic apoptotic signaling pathway","9181"
"GO:0097193","intrinsic apoptotic signaling pathway","6878"
"GO:0097193","intrinsic apoptotic signaling pathway","6477"
"GO:0097193","intrinsic apoptotic signaling pathway","22861"
"GO:0097193","intrinsic apoptotic signaling pathway","2081"
"GO:0097193","intrinsic apoptotic signaling pathway","22900"
"GO:0097193","intrinsic apoptotic signaling pathway","7133"
"GO:0097193","intrinsic apoptotic signaling pathway","51065"
"GO:0097193","intrinsic apoptotic signaling pathway","8795"
"GO:0097193","intrinsic apoptotic signaling pathway","29108"
"GO:0097193","intrinsic apoptotic signaling pathway","578"
"GO:0097193","intrinsic apoptotic signaling pathway","1396"
"GO:0097193","intrinsic apoptotic signaling pathway","637"
"GO:0097193","intrinsic apoptotic signaling pathway","4609"
"GO:0097193","intrinsic apoptotic signaling pathway","9641"
"GO:0097193","intrinsic apoptotic signaling pathway","25946"
"GO:1900424","regulation of defense response to bacterium","84034"
"GO:1900424","regulation of defense response to bacterium","23208"
"GO:1900424","regulation of defense response to bacterium","2896"
"GO:0045123","cellular extravasation","140885"
"GO:0045123","cellular extravasation","3689"
"GO:0045123","cellular extravasation","83483"
"GO:0045123","cellular extravasation","6404"
"GO:0045123","cellular extravasation","80310"
"GO:0045123","cellular extravasation","5175"
"GO:0045123","cellular extravasation","3688"
"GO:0045123","cellular extravasation","23236"
"GO:0045123","cellular extravasation","3676"
"GO:0045123","cellular extravasation","3683"
"GO:0045123","cellular extravasation","9435"
"GO:0045123","cellular extravasation","1524"
"GO:0045123","cellular extravasation","6376"
"GO:0045123","cellular extravasation","7412"
"GO:0045123","cellular extravasation","4267"
"GO:0045123","cellular extravasation","6402"
"GO:0045123","cellular extravasation","4192"
"GO:0045123","cellular extravasation","120425"
"GO:0045123","cellular extravasation","3383"
"GO:0045123","cellular extravasation","6693"
"GO:0045123","cellular extravasation","729230"
"GO:0035929","steroid hormone secretion","1601"
"GO:0035929","steroid hormone secretion","6696"
"GO:0035929","steroid hormone secretion","84417"
"GO:0035929","steroid hormone secretion","185"
"GO:0035929","steroid hormone secretion","654"
"GO:0035929","steroid hormone secretion","65266"
"GO:0006935","chemotaxis","7422"
"GO:0006935","chemotaxis","240"
"GO:0006935","chemotaxis","7424"
"GO:0006935","chemotaxis","1012"
"GO:0006935","chemotaxis","7852"
"GO:0006935","chemotaxis","10457"
"GO:0006935","chemotaxis","3958"
"GO:0006935","chemotaxis","3627"
"GO:0006935","chemotaxis","55558"
"GO:0006935","chemotaxis","6688"
"GO:0006935","chemotaxis","6352"
"GO:0006935","chemotaxis","5724"
"GO:0006935","chemotaxis","57118"
"GO:0006935","chemotaxis","3689"
"GO:0006935","chemotaxis","3603"
"GO:0006935","chemotaxis","27347"
"GO:0006935","chemotaxis","301"
"GO:0006935","chemotaxis","4233"
"GO:0006935","chemotaxis","4283"
"GO:0006935","chemotaxis","23603"
"GO:0006935","chemotaxis","5898"
"GO:0006935","chemotaxis","56833"
"GO:0006935","chemotaxis","3071"
"GO:0006935","chemotaxis","9034"
"GO:0006935","chemotaxis","54209"
"GO:0006935","chemotaxis","51192"
"GO:0006935","chemotaxis","1948"
"GO:0006935","chemotaxis","5355"
"GO:0006935","chemotaxis","1890"
"GO:0006935","chemotaxis","57556"
"GO:0006935","chemotaxis","3672"
"GO:0006935","chemotaxis","718"
"GO:0006935","chemotaxis","80310"
"GO:0006935","chemotaxis","5154"
"GO:0006935","chemotaxis","23765"
"GO:0006935","chemotaxis","7114"
"GO:0006935","chemotaxis","409"
"GO:0006935","chemotaxis","4856"
"GO:0006935","chemotaxis","6351"
"GO:0006935","chemotaxis","4067"
"GO:0006935","chemotaxis","391"
"GO:0006935","chemotaxis","9732"
"GO:0006935","chemotaxis","6810"
"GO:0006935","chemotaxis","7423"
"GO:0006935","chemotaxis","54437"
"GO:0006935","chemotaxis","51571"
"GO:0006935","chemotaxis","10505"
"GO:0006935","chemotaxis","25960"
"GO:0006935","chemotaxis","728"
"GO:0006935","chemotaxis","57007"
"GO:0006935","chemotaxis","6405"
"GO:0006935","chemotaxis","102"
"GO:0006935","chemotaxis","5919"
"GO:0006935","chemotaxis","5330"
"GO:0006935","chemotaxis","2242"
"GO:0006935","chemotaxis","1906"
"GO:0006935","chemotaxis","10509"
"GO:0006935","chemotaxis","7130"
"GO:0006935","chemotaxis","11151"
"GO:0006935","chemotaxis","5880"
"GO:0006935","chemotaxis","5228"
"GO:0006935","chemotaxis","8829"
"GO:0006935","chemotaxis","2321"
"GO:0006935","chemotaxis","6091"
"GO:0006935","chemotaxis","2357"
"GO:0006935","chemotaxis","6364"
"GO:0006935","chemotaxis","58191"
"GO:0006935","chemotaxis","2359"
"GO:0006935","chemotaxis","285"
"GO:0006935","chemotaxis","6280"
"GO:0006935","chemotaxis","64065"
"GO:0006935","chemotaxis","9647"
"GO:0006935","chemotaxis","719"
"GO:0006935","chemotaxis","3730"
"GO:0006935","chemotaxis","196527"
"GO:0006935","chemotaxis","1524"
"GO:0006935","chemotaxis","7040"
"GO:0006935","chemotaxis","1901"
"GO:0006935","chemotaxis","1235"
"GO:0006935","chemotaxis","7226"
"GO:0006935","chemotaxis","6376"
"GO:0006935","chemotaxis","811"
"GO:0006935","chemotaxis","80270"
"GO:0006935","chemotaxis","123920"
"GO:0006935","chemotaxis","5604"
"GO:0006935","chemotaxis","7412"
"GO:0006935","chemotaxis","5025"
"GO:0006935","chemotaxis","1843"
"GO:0006935","chemotaxis","5155"
"GO:0006935","chemotaxis","6223"
"GO:0006935","chemotaxis","5142"
"GO:0006935","chemotaxis","25865"
"GO:0006935","chemotaxis","80024"
"GO:0006935","chemotaxis","1130"
"GO:0006935","chemotaxis","1435"
"GO:0006935","chemotaxis","10718"
"GO:0042330","taxis","7422"
"GO:0042330","taxis","240"
"GO:0042330","taxis","7424"
"GO:0042330","taxis","1012"
"GO:0042330","taxis","7852"
"GO:0042330","taxis","10457"
"GO:0042330","taxis","3958"
"GO:0042330","taxis","3627"
"GO:0042330","taxis","55558"
"GO:0042330","taxis","6688"
"GO:0042330","taxis","6352"
"GO:0042330","taxis","5724"
"GO:0042330","taxis","57118"
"GO:0042330","taxis","3689"
"GO:0042330","taxis","3603"
"GO:0042330","taxis","27347"
"GO:0042330","taxis","301"
"GO:0042330","taxis","4233"
"GO:0042330","taxis","4283"
"GO:0042330","taxis","23603"
"GO:0042330","taxis","5898"
"GO:0042330","taxis","56833"
"GO:0042330","taxis","3071"
"GO:0042330","taxis","9034"
"GO:0042330","taxis","54209"
"GO:0042330","taxis","51192"
"GO:0042330","taxis","1948"
"GO:0042330","taxis","5355"
"GO:0042330","taxis","1890"
"GO:0042330","taxis","57556"
"GO:0042330","taxis","3672"
"GO:0042330","taxis","718"
"GO:0042330","taxis","80310"
"GO:0042330","taxis","5154"
"GO:0042330","taxis","23765"
"GO:0042330","taxis","7114"
"GO:0042330","taxis","409"
"GO:0042330","taxis","4856"
"GO:0042330","taxis","6351"
"GO:0042330","taxis","4067"
"GO:0042330","taxis","391"
"GO:0042330","taxis","9732"
"GO:0042330","taxis","6810"
"GO:0042330","taxis","7423"
"GO:0042330","taxis","54437"
"GO:0042330","taxis","51571"
"GO:0042330","taxis","10505"
"GO:0042330","taxis","25960"
"GO:0042330","taxis","728"
"GO:0042330","taxis","57007"
"GO:0042330","taxis","6405"
"GO:0042330","taxis","102"
"GO:0042330","taxis","5919"
"GO:0042330","taxis","5330"
"GO:0042330","taxis","2242"
"GO:0042330","taxis","1906"
"GO:0042330","taxis","10509"
"GO:0042330","taxis","7130"
"GO:0042330","taxis","11151"
"GO:0042330","taxis","5880"
"GO:0042330","taxis","5228"
"GO:0042330","taxis","8829"
"GO:0042330","taxis","2321"
"GO:0042330","taxis","6091"
"GO:0042330","taxis","2357"
"GO:0042330","taxis","6364"
"GO:0042330","taxis","58191"
"GO:0042330","taxis","2359"
"GO:0042330","taxis","285"
"GO:0042330","taxis","6280"
"GO:0042330","taxis","64065"
"GO:0042330","taxis","9647"
"GO:0042330","taxis","719"
"GO:0042330","taxis","3730"
"GO:0042330","taxis","196527"
"GO:0042330","taxis","1524"
"GO:0042330","taxis","7040"
"GO:0042330","taxis","1901"
"GO:0042330","taxis","1235"
"GO:0042330","taxis","7226"
"GO:0042330","taxis","6376"
"GO:0042330","taxis","811"
"GO:0042330","taxis","80270"
"GO:0042330","taxis","123920"
"GO:0042330","taxis","5604"
"GO:0042330","taxis","7412"
"GO:0042330","taxis","5025"
"GO:0042330","taxis","1843"
"GO:0042330","taxis","5155"
"GO:0042330","taxis","6223"
"GO:0042330","taxis","5142"
"GO:0042330","taxis","25865"
"GO:0042330","taxis","80024"
"GO:0042330","taxis","1130"
"GO:0042330","taxis","1435"
"GO:0042330","taxis","10718"
"GO:0060675","ureteric bud morphogenesis","7481"
"GO:0060675","ureteric bud morphogenesis","5076"
"GO:0060675","ureteric bud morphogenesis","6299"
"GO:0060675","ureteric bud morphogenesis","7849"
"GO:0060675","ureteric bud morphogenesis","3975"
"GO:0060675","ureteric bud morphogenesis","9953"
"GO:0060675","ureteric bud morphogenesis","7490"
"GO:0060675","ureteric bud morphogenesis","2246"
"GO:0060675","ureteric bud morphogenesis","2625"
"GO:0060675","ureteric bud morphogenesis","6943"
"GO:0002456","T cell mediated immunity","567"
"GO:0002456","T cell mediated immunity","3133"
"GO:0002456","T cell mediated immunity","3134"
"GO:0002456","T cell mediated immunity","11118"
"GO:0002456","T cell mediated immunity","925"
"GO:0002456","T cell mediated immunity","5551"
"GO:0002456","T cell mediated immunity","5788"
"GO:0002456","T cell mediated immunity","912"
"GO:0002456","T cell mediated immunity","3071"
"GO:0002456","T cell mediated immunity","182"
"GO:0002456","T cell mediated immunity","10384"
"GO:0002456","T cell mediated immunity","3140"
"GO:0002456","T cell mediated immunity","23180"
"GO:0002456","T cell mediated immunity","51571"
"GO:0002456","T cell mediated immunity","10865"
"GO:0002456","T cell mediated immunity","29126"
"GO:0002456","T cell mediated immunity","7454"
"GO:0002456","T cell mediated immunity","3606"
"GO:0002456","T cell mediated immunity","2013"
"GO:0002456","T cell mediated immunity","2213"
"GO:0002456","T cell mediated immunity","5817"
"GO:0002456","T cell mediated immunity","114548"
"GO:0002456","T cell mediated immunity","11006"
"GO:0002456","T cell mediated immunity","7186"
"GO:0002456","T cell mediated immunity","7532"
"GO:0002456","T cell mediated immunity","196"
"GO:0002456","T cell mediated immunity","3077"
"GO:0071349","cellular response to interleukin-12","140885"
"GO:0071349","cellular response to interleukin-12","5034"
"GO:0071349","cellular response to interleukin-12","23236"
"GO:1901654","response to ketone","2690"
"GO:1901654","response to ketone","9353"
"GO:1901654","response to ketone","56848"
"GO:1901654","response to ketone","57630"
"GO:1901654","response to ketone","2770"
"GO:1901654","response to ketone","9131"
"GO:1901654","response to ketone","25953"
"GO:1901654","response to ketone","7832"
"GO:1901654","response to ketone","6340"
"GO:1901654","response to ketone","3029"
"GO:1901654","response to ketone","5071"
"GO:1901654","response to ketone","6337"
"GO:1901654","response to ketone","358"
"GO:1901654","response to ketone","5578"
"GO:1901654","response to ketone","5105"
"GO:1901654","response to ketone","5731"
"GO:1901654","response to ketone","6559"
"GO:1901654","response to ketone","6422"
"GO:1901654","response to ketone","445"
"GO:1901654","response to ketone","5106"
"GO:1901654","response to ketone","2203"
"GO:1901654","response to ketone","6338"
"GO:0019835","cytolysis","2634"
"GO:0019835","cytolysis","115362"
"GO:0019835","cytolysis","2635"
"GO:0002708","positive regulation of lymphocyte mediated immunity","567"
"GO:0002708","positive regulation of lymphocyte mediated immunity","3133"
"GO:0002708","positive regulation of lymphocyte mediated immunity","3134"
"GO:0002708","positive regulation of lymphocyte mediated immunity","912"
"GO:0002708","positive regulation of lymphocyte mediated immunity","54209"
"GO:0002708","positive regulation of lymphocyte mediated immunity","3140"
"GO:0002708","positive regulation of lymphocyte mediated immunity","56253"
"GO:0002708","positive regulation of lymphocyte mediated immunity","51571"
"GO:0002708","positive regulation of lymphocyte mediated immunity","10865"
"GO:0002708","positive regulation of lymphocyte mediated immunity","3606"
"GO:0002708","positive regulation of lymphocyte mediated immunity","5817"
"GO:0002708","positive regulation of lymphocyte mediated immunity","114548"
"GO:0002708","positive regulation of lymphocyte mediated immunity","114836"
"GO:0002708","positive regulation of lymphocyte mediated immunity","7037"
"GO:0002708","positive regulation of lymphocyte mediated immunity","7040"
"GO:0002708","positive regulation of lymphocyte mediated immunity","7186"
"GO:0002708","positive regulation of lymphocyte mediated immunity","7532"
"GO:0002708","positive regulation of lymphocyte mediated immunity","84787"
"GO:0001676","long-chain fatty acid metabolic process","2182"
"GO:0001676","long-chain fatty acid metabolic process","10999"
"GO:0001676","long-chain fatty acid metabolic process","51390"
"GO:0001676","long-chain fatty acid metabolic process","2166"
"GO:0001676","long-chain fatty acid metabolic process","2181"
"GO:0001676","long-chain fatty acid metabolic process","30"
"GO:0001676","long-chain fatty acid metabolic process","2938"
"GO:0001676","long-chain fatty acid metabolic process","2180"
"GO:0001676","long-chain fatty acid metabolic process","2946"
"GO:0001676","long-chain fatty acid metabolic process","10965"
"GO:0001676","long-chain fatty acid metabolic process","23305"
"GO:0001676","long-chain fatty acid metabolic process","80221"
"GO:0001676","long-chain fatty acid metabolic process","122970"
"GO:0001676","long-chain fatty acid metabolic process","1576"
"GO:0001676","long-chain fatty acid metabolic process","8529"
"GO:0001676","long-chain fatty acid metabolic process","23205"
"GO:0001676","long-chain fatty acid metabolic process","84830"
"GO:0001676","long-chain fatty acid metabolic process","6342"
"GO:0001676","long-chain fatty acid metabolic process","1579"
"GO:0001676","long-chain fatty acid metabolic process","641371"
"GO:0001676","long-chain fatty acid metabolic process","26061"
"GO:0001676","long-chain fatty acid metabolic process","22949"
"GO:0001676","long-chain fatty acid metabolic process","5743"
"GO:0001676","long-chain fatty acid metabolic process","66002"
"GO:0001676","long-chain fatty acid metabolic process","284541"
"GO:0001676","long-chain fatty acid metabolic process","2052"
"GO:0001676","long-chain fatty acid metabolic process","11001"
"GO:0001676","long-chain fatty acid metabolic process","5825"
"GO:0001676","long-chain fatty acid metabolic process","5730"
"GO:0001676","long-chain fatty acid metabolic process","4051"
"GO:0050921","positive regulation of chemotaxis","7422"
"GO:0050921","positive regulation of chemotaxis","7424"
"GO:0050921","positive regulation of chemotaxis","1012"
"GO:0050921","positive regulation of chemotaxis","3627"
"GO:0050921","positive regulation of chemotaxis","6688"
"GO:0050921","positive regulation of chemotaxis","6352"
"GO:0050921","positive regulation of chemotaxis","57118"
"GO:0050921","positive regulation of chemotaxis","3603"
"GO:0050921","positive regulation of chemotaxis","27347"
"GO:0050921","positive regulation of chemotaxis","4233"
"GO:0050921","positive regulation of chemotaxis","3071"
"GO:0050921","positive regulation of chemotaxis","54209"
"GO:0050921","positive regulation of chemotaxis","80310"
"GO:0050921","positive regulation of chemotaxis","7114"
"GO:0050921","positive regulation of chemotaxis","6351"
"GO:0050921","positive regulation of chemotaxis","6810"
"GO:0050921","positive regulation of chemotaxis","7423"
"GO:0050921","positive regulation of chemotaxis","728"
"GO:0050921","positive regulation of chemotaxis","102"
"GO:0050921","positive regulation of chemotaxis","5919"
"GO:0050921","positive regulation of chemotaxis","1906"
"GO:0050921","positive regulation of chemotaxis","5880"
"GO:0050921","positive regulation of chemotaxis","5228"
"GO:0050921","positive regulation of chemotaxis","8829"
"GO:0050921","positive regulation of chemotaxis","64065"
"GO:0050921","positive regulation of chemotaxis","9647"
"GO:0050921","positive regulation of chemotaxis","719"
"GO:0050921","positive regulation of chemotaxis","196527"
"GO:0050921","positive regulation of chemotaxis","1524"
"GO:0050921","positive regulation of chemotaxis","7040"
"GO:0050921","positive regulation of chemotaxis","1901"
"GO:0050921","positive regulation of chemotaxis","1235"
"GO:0050921","positive regulation of chemotaxis","811"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","84166"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","4938"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","25939"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","4940"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","9636"
"GO:0034383","low-density lipoprotein particle clearance","3988"
"GO:0034383","low-density lipoprotein particle clearance","302"
"GO:0034383","low-density lipoprotein particle clearance","6646"
"GO:0034383","low-density lipoprotein particle clearance","948"
"GO:0034383","low-density lipoprotein particle clearance","54209"
"GO:0034383","low-density lipoprotein particle clearance","1445"
"GO:0034383","low-density lipoprotein particle clearance","3162"
"GO:0034383","low-density lipoprotein particle clearance","949"
"GO:0034383","low-density lipoprotein particle clearance","10330"
"GO:0050798","activated T cell proliferation","7805"
"GO:0050798","activated T cell proliferation","11119"
"GO:0050798","activated T cell proliferation","56253"
"GO:0050798","activated T cell proliferation","10385"
"GO:0050798","activated T cell proliferation","100133941"
"GO:0050798","activated T cell proliferation","29126"
"GO:0050798","activated T cell proliferation","8744"
"GO:0050798","activated T cell proliferation","3606"
"GO:0050798","activated T cell proliferation","11006"
"GO:0050798","activated T cell proliferation","11148"
"GO:0050798","activated T cell proliferation","29108"
"GO:0072010","glomerular epithelium development","28999"
"GO:0072010","glomerular epithelium development","5800"
"GO:0072010","glomerular epithelium development","7490"
"GO:0072010","glomerular epithelium development","2296"
"GO:0072010","glomerular epithelium development","7827"
"GO:0007610","behavior","5663"
"GO:0007610","behavior","153"
"GO:0007610","behavior","80823"
"GO:0007610","behavior","6505"
"GO:0007610","behavior","54806"
"GO:0007610","behavior","5764"
"GO:0007610","behavior","7782"
"GO:0007610","behavior","4900"
"GO:0007610","behavior","267"
"GO:0007610","behavior","342371"
"GO:0007610","behavior","4311"
"GO:0007610","behavior","55902"
"GO:0007610","behavior","5649"
"GO:0007610","behavior","64220"
"GO:0007610","behavior","6387"
"GO:0007610","behavior","2628"
"GO:0007610","behavior","2770"
"GO:0007610","behavior","79846"
"GO:0007610","behavior","7442"
"GO:0007610","behavior","222236"
"GO:0007610","behavior","5104"
"GO:0007610","behavior","5465"
"GO:0007610","behavior","5071"
"GO:0007610","behavior","846"
"GO:0007610","behavior","9099"
"GO:0007610","behavior","5730"
"GO:0007610","behavior","59272"
"GO:0007610","behavior","112609"
"GO:0007610","behavior","18"
"GO:0007610","behavior","5578"
"GO:0007610","behavior","27344"
"GO:0007610","behavior","64084"
"GO:0007610","behavior","6326"
"GO:0007610","behavior","1272"
"GO:0007610","behavior","1393"
"GO:0007610","behavior","10411"
"GO:0007610","behavior","793"
"GO:0045061","thymic T cell selection","5699"
"GO:0045061","thymic T cell selection","3714"
"GO:0045061","thymic T cell selection","5698"
"GO:0045061","thymic T cell selection","916"
"GO:0045061","thymic T cell selection","5683"
"GO:0045061","thymic T cell selection","5682"
"GO:0045061","thymic T cell selection","5688"
"GO:0045061","thymic T cell selection","917"
"GO:0001959","regulation of cytokine-mediated signaling pathway","8996"
"GO:0001959","regulation of cytokine-mediated signaling pathway","307"
"GO:0001959","regulation of cytokine-mediated signaling pathway","7852"
"GO:0001959","regulation of cytokine-mediated signaling pathway","84166"
"GO:0001959","regulation of cytokine-mediated signaling pathway","4938"
"GO:0001959","regulation of cytokine-mediated signaling pathway","6352"
"GO:0001959","regulation of cytokine-mediated signaling pathway","834"
"GO:0001959","regulation of cytokine-mediated signaling pathway","25939"
"GO:0001959","regulation of cytokine-mediated signaling pathway","5788"
"GO:0001959","regulation of cytokine-mediated signaling pathway","54209"
"GO:0001959","regulation of cytokine-mediated signaling pathway","7128"
"GO:0001959","regulation of cytokine-mediated signaling pathway","7805"
"GO:0001959","regulation of cytokine-mediated signaling pathway","10019"
"GO:0001959","regulation of cytokine-mediated signaling pathway","4940"
"GO:0001959","regulation of cytokine-mediated signaling pathway","9636"
"GO:0001959","regulation of cytokine-mediated signaling pathway","83666"
"GO:0001959","regulation of cytokine-mediated signaling pathway","100133941"
"GO:0001959","regulation of cytokine-mediated signaling pathway","7837"
"GO:0001959","regulation of cytokine-mediated signaling pathway","102"
"GO:0001959","regulation of cytokine-mediated signaling pathway","558"
"GO:0001959","regulation of cytokine-mediated signaling pathway","1906"
"GO:0001959","regulation of cytokine-mediated signaling pathway","10010"
"GO:0001959","regulation of cytokine-mediated signaling pathway","90268"
"GO:0001959","regulation of cytokine-mediated signaling pathway","54625"
"GO:0001959","regulation of cytokine-mediated signaling pathway","6773"
"GO:0001959","regulation of cytokine-mediated signaling pathway","114769"
"GO:0001959","regulation of cytokine-mediated signaling pathway","6091"
"GO:0001959","regulation of cytokine-mediated signaling pathway","83643"
"GO:0001959","regulation of cytokine-mediated signaling pathway","958"
"GO:0001959","regulation of cytokine-mediated signaling pathway","8904"
"GO:0001959","regulation of cytokine-mediated signaling pathway","7737"
"GO:0001959","regulation of cytokine-mediated signaling pathway","3654"
"GO:0001959","regulation of cytokine-mediated signaling pathway","7186"
"GO:0001959","regulation of cytokine-mediated signaling pathway","147138"
"GO:0001959","regulation of cytokine-mediated signaling pathway","7444"
"GO:0001959","regulation of cytokine-mediated signaling pathway","353376"
"GO:0001959","regulation of cytokine-mediated signaling pathway","837"
"GO:0001959","regulation of cytokine-mediated signaling pathway","11140"
"GO:0001959","regulation of cytokine-mediated signaling pathway","22900"
"GO:0001959","regulation of cytokine-mediated signaling pathway","29108"
"GO:0001959","regulation of cytokine-mediated signaling pathway","1435"
"GO:0001959","regulation of cytokine-mediated signaling pathway","29110"
"GO:0001959","regulation of cytokine-mediated signaling pathway","4898"
"GO:0001959","regulation of cytokine-mediated signaling pathway","3574"
"GO:0001959","regulation of cytokine-mediated signaling pathway","9641"
"GO:2000209","regulation of anoikis","857"
"GO:2000209","regulation of anoikis","57343"
"GO:2000209","regulation of anoikis","7088"
"GO:2000209","regulation of anoikis","3688"
"GO:0032703","negative regulation of interleukin-2 production","5788"
"GO:0032703","negative regulation of interleukin-2 production","7128"
"GO:0032703","negative regulation of interleukin-2 production","7805"
"GO:0032703","negative regulation of interleukin-2 production","947"
"GO:0032703","negative regulation of interleukin-2 production","11006"
"GO:0034381","plasma lipoprotein particle clearance","3988"
"GO:0034381","plasma lipoprotein particle clearance","4481"
"GO:0034381","plasma lipoprotein particle clearance","341"
"GO:0034381","plasma lipoprotein particle clearance","7436"
"GO:0034381","plasma lipoprotein particle clearance","302"
"GO:0034381","plasma lipoprotein particle clearance","6646"
"GO:0034381","plasma lipoprotein particle clearance","948"
"GO:0034381","plasma lipoprotein particle clearance","54209"
"GO:0034381","plasma lipoprotein particle clearance","1445"
"GO:0034381","plasma lipoprotein particle clearance","3162"
"GO:0034381","plasma lipoprotein particle clearance","949"
"GO:0034381","plasma lipoprotein particle clearance","10330"
"GO:0014902","myotube differentiation","858"
"GO:0014902","myotube differentiation","4208"
"GO:0014902","myotube differentiation","6157"
"GO:0014902","myotube differentiation","6175"
"GO:0014902","myotube differentiation","6137"
"GO:0014902","myotube differentiation","6139"
"GO:0014902","myotube differentiation","6132"
"GO:0014902","myotube differentiation","6143"
"GO:0014902","myotube differentiation","4856"
"GO:0014902","myotube differentiation","6171"
"GO:0014902","myotube differentiation","1794"
"GO:0014902","myotube differentiation","3688"
"GO:0014902","myotube differentiation","928"
"GO:0014902","myotube differentiation","963"
"GO:0014902","myotube differentiation","4666"
"GO:0014902","myotube differentiation","79365"
"GO:0014902","myotube differentiation","6173"
"GO:0014902","myotube differentiation","30846"
"GO:0014902","myotube differentiation","7494"
"GO:0014902","myotube differentiation","6181"
"GO:0014902","myotube differentiation","6168"
"GO:0014902","myotube differentiation","6164"
"GO:0014902","myotube differentiation","5738"
"GO:0014902","myotube differentiation","11224"
"GO:0014902","myotube differentiation","6134"
"GO:0014902","myotube differentiation","25873"
"GO:0014902","myotube differentiation","6158"
"GO:0014902","myotube differentiation","23521"
"GO:0014902","myotube differentiation","8506"
"GO:0014902","myotube differentiation","6141"
"GO:0014902","myotube differentiation","975"
"GO:0014902","myotube differentiation","11096"
"GO:0014902","myotube differentiation","80005"
"GO:0014902","myotube differentiation","6124"
"GO:0014902","myotube differentiation","6142"
"GO:0014902","myotube differentiation","4323"
"GO:0014902","myotube differentiation","6167"
"GO:0014902","myotube differentiation","6169"
"GO:0014902","myotube differentiation","4851"
"GO:0014902","myotube differentiation","6133"
"GO:0014902","myotube differentiation","9780"
"GO:0014902","myotube differentiation","9349"
"GO:0014902","myotube differentiation","6155"
"GO:0014902","myotube differentiation","6129"
"GO:0014902","myotube differentiation","51177"
"GO:0014902","myotube differentiation","6147"
"GO:0014902","myotube differentiation","6160"
"GO:0014902","myotube differentiation","221662"
"GO:0014902","myotube differentiation","6170"
"GO:0014902","myotube differentiation","6130"
"GO:0014902","myotube differentiation","8038"
"GO:0014902","myotube differentiation","5339"
"GO:0014902","myotube differentiation","9750"
"GO:0014902","myotube differentiation","4736"
"GO:0014902","myotube differentiation","6161"
"GO:0014902","myotube differentiation","6135"
"GO:0014902","myotube differentiation","6176"
"GO:0014902","myotube differentiation","6156"
"GO:0038130","ERBB4 signaling pathway","2066"
"GO:0038130","ERBB4 signaling pathway","3084"
"GO:0038130","ERBB4 signaling pathway","2064"
"GO:0070365","hepatocyte differentiation","5105"
"GO:0070365","hepatocyte differentiation","5106"
"GO:0050818","regulation of coagulation","284"
"GO:0050818","regulation of coagulation","5327"
"GO:0050818","regulation of coagulation","84830"
"GO:0050818","regulation of coagulation","3273"
"GO:0050818","regulation of coagulation","4780"
"GO:0050818","regulation of coagulation","634"
"GO:0050818","regulation of coagulation","2160"
"GO:0050818","regulation of coagulation","350"
"GO:0050818","regulation of coagulation","7103"
"GO:0050818","regulation of coagulation","5624"
"GO:0050818","regulation of coagulation","5340"
"GO:0050818","regulation of coagulation","3827"
"GO:0002042","cell migration involved in sprouting angiogenesis","7422"
"GO:0002042","cell migration involved in sprouting angiogenesis","1003"
"GO:0002042","cell migration involved in sprouting angiogenesis","301"
"GO:0002042","cell migration involved in sprouting angiogenesis","161198"
"GO:0002042","cell migration involved in sprouting angiogenesis","161742"
"GO:0002042","cell migration involved in sprouting angiogenesis","1948"
"GO:0002042","cell migration involved in sprouting angiogenesis","57608"
"GO:0002042","cell migration involved in sprouting angiogenesis","3162"
"GO:0002042","cell migration involved in sprouting angiogenesis","54567"
"GO:0002042","cell migration involved in sprouting angiogenesis","8829"
"GO:0002042","cell migration involved in sprouting angiogenesis","6091"
"GO:0002042","cell migration involved in sprouting angiogenesis","10769"
"GO:0002042","cell migration involved in sprouting angiogenesis","57381"
"GO:0002042","cell migration involved in sprouting angiogenesis","22915"
"GO:0002042","cell migration involved in sprouting angiogenesis","6915"
"GO:0002042","cell migration involved in sprouting angiogenesis","30844"
"GO:0002042","cell migration involved in sprouting angiogenesis","207"
"GO:0002042","cell migration involved in sprouting angiogenesis","387"
"GO:0002042","cell migration involved in sprouting angiogenesis","51564"
"GO:0002042","cell migration involved in sprouting angiogenesis","4851"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","3133"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","3071"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","864"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","865"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","56253"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","29126"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","64115"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","11006"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","3659"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","861"
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","3077"
"GO:0014745","negative regulation of muscle adaptation","8996"
"GO:0014745","negative regulation of muscle adaptation","493"
