"Gene_Symbol","Gene_ID","log2FC","Regulation","Degree","Betweenness","Closeness","Eigenvector","PageRank"
"RRM2","6241",2.21570404174256,"Upregulated",13,0.0099544985110456,0.347284060552093,0.131192364922502,0.00334920521594416
"CTH","1491",-2.20336411921986,"Downregulated",16,0.00196832416830095,0.333333333333333,0.233227329720271,0.00328102237653425
"CLIC5","53405",-4.98250708330231,"Downregulated",1,0,0.147559591373439,4.11426108408771e-07,0.00137840629230951
"NEK6","10783",1.68096269085446,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"SLC4A4","8671",-2.30822772283231,"Downregulated",9,0.00116535106966105,0.29082774049217,0.0225399638548456,0.00261212995037999
"VWF","7450",4.23103125646422,"Upregulated",26,0.0118088860731592,0.399181166837257,0.398438298533033,0.00588543442868774
"ACSM3","6296",-2.8379436506088,"Downregulated",11,0.00108170186296334,0.307086614173228,0.145293711131682,0.00237189322262546
"ACY1","95",-3.70920314954241,"Downregulated",3,0.0133239327272258,0.257766027759418,0.0184342432941319,0.00150570132714285
"LIPA","3988",1.73525086796995,"Upregulated",4,8.92600671482788e-05,0.284256559766764,0.0357418110900821,0.00122341312284199
"ALDH4A1","8659",-2.93616678273258,"Downregulated",20,0.00225705876443065,0.342706502636204,0.315562492860109,0.004026243422603
"LRRC19","64922",-2.29160750085549,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"SFRP1","6422",-5.0030095639113,"Downregulated",4,0.000576982435089475,0.320723684210526,0.0501280225949238,0.00137501405521939
"ADH1B","125",-3.07227551158877,"Downregulated",16,0.00848686845172501,0.339130434782609,0.18974657772259,0.00406935786477975
"SLC12A1","6557",-9.08020815835589,"Downregulated",19,0.00629909633498113,0.316815597075548,0.0572945628782027,0.00493952367487035
"HIBCH","26275",-2.53449045946734,"Downregulated",18,0.00109007179006835,0.316301703163017,0.255131212053582,0.00358014366729154
"MTURN","222166",-2.30176644785316,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"ALOX5","240",3.02372754192297,"Upregulated",7,0.00324532941654059,0.301158301158301,0.0418198907285965,0.00226116573308295
"ERBB2","2064",-1.50549442898978,"Downregulated",44,0.0421633196327672,0.420258620689655,0.552885357244921,0.0108308107509111
"ANXA4","307",1.68222753724067,"Upregulated",3,0.000174168131573874,0.331632653061224,0.0714490904370474,0.00103220600715168
"SIM2","6493",-2.91613245444841,"Downregulated",2,0.00335573364619008,0.20855614973262,0.000341543651435918,0.00183112039331117
"CNTN1","1272",-3.97594538544898,"Downregulated",3,1.85289444785136e-05,0.28322440087146,0.0233958469980505,0.00106090954115373
"AEN","64782",2.04146241640985,"Upregulated",3,0.00335573364619008,0.276988636363636,0.0105924178129738,0.00195668301240203
"ERGIC1","57222",1.63098211842926,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"ZYG11A","440590",-3.02220884632165,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"SCN2A","6326",-2.17363806369483,"Downregulated",9,0.0150318944833277,0.346051464063886,0.0836051119937516,0.00325855039461395
"FGF1","2246",-3.34870431965447,"Downregulated",14,0.00458043318503244,0.366886171213547,0.232308643502134,0.00342079128283976
"ESRP1","54845",-2.57277518343836,"Downregulated",4,0.000178693390769508,0.277382645803698,0.0134911702166305,0.00152447501590496
"PEPD","5184",-2.29143818892319,"Downregulated",5,0.000283572869416086,0.306362922230951,0.0664207898416954,0.00132095207187287
"GLTPD2","388323",-3.15493950923598,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"PRODH2","58510",-2.94083643009472,"Downregulated",12,0.000989252106301117,0.301158301158301,0.137691988374643,0.0026708598503619
"GLYAT","10249",-3.83620934465519,"Downregulated",4,0.00352869023472279,0.288248337028825,0.0416386710449662,0.0017310012832945
"SARDH","1757",-2.58486213171939,"Downregulated",13,0.000801872849993951,0.316045380875203,0.179711413154657,0.00273063352249809
"EPHX2","2053",-1.57906195170112,"Downregulated",28,0.0214156928094485,0.356489945155393,0.292338585709591,0.00668344682888863
"SLC12A3","6559",-8.30981702373548,"Downregulated",21,0.00698473500434765,0.326086956521739,0.0627130773914744,0.0053242479304238
"DNASE1L3","1776",-2.30985251852975,"Downregulated",1,0,1,1.27663205833112e-17,0.00241954996370756
"AOX1","316",-2.85306702418799,"Downregulated",13,0.00265970112997409,0.301391035548686,0.119413615878091,0.0032911505534523
"PALM3","342979",-2.65413312533447,"Downregulated",1,0,0.172642762284197,1.55209576424837e-05,0.00114115866171448
"PCSK6","5046",4.13584736759159,"Upregulated",3,0.000100930052254661,0.254071661237785,0.00459969775619088,0.0012673969177302
"FAM3B","54097",-3.12741890018066,"Downregulated",3,0.000102448350794653,0.277382645803698,0.017898385832864,0.00126287304462594
"ERP27","121506",-2.945909201609,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"CRYM","1428",-2.52537427958345,"Downregulated",5,0.000731009477902595,0.307328605200946,0.0563605871242036,0.00145043633923839
"NUSAP1","51203",2.12624411378544,"Upregulated",7,6.16183188797297e-06,0.271021542738012,0.0142392201391838,0.00211301540817786
"TMEM178A","130733",-2.44577055873249,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"VEGFC","7424",1.9511286069338,"Upregulated",14,0.00415693338677136,0.366541353383459,0.245163828567313,0.0035157448049645
"ABCG1","9619",1.96579084550927,"Upregulated",5,0.00046561396294759,0.335628227194492,0.0834373807509279,0.00140399639919036
"ASPDH","554235",-4.24764141195368,"Downregulated",2,0,0.268965517241379,0.031669941317839,0.000724206481012615
"EMX1","2016",-2.60971456104753,"Downregulated",1,0,0.257766027759418,0.00504796516562044,0.000605170805114845
"RCN1","5954",1.92378447746302,"Upregulated",2,6.98172657955614e-05,0.289532293986637,0.0199326374675937,0.000811819532949311
"CLSTN2","64084",-3.21633601929004,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"ALDH2","217",-1.43792673307258,"Downregulated",25,0.00841025840593704,0.350404312668464,0.356645145380127,0.00509105162639782
"FOXC1","2296",-1.77052381380894,"Downregulated",5,0.000147045446468553,0.331914893617021,0.0879668026726377,0.00140327760474131
"CDH13","1012",1.52705759905937,"Upregulated",5,0.000132191931315873,0.288675055514434,0.0297247285592871,0.00159982808878861
"PTGER1","5731",-4.12770148908648,"Downregulated",2,0,0.240147783251232,0.0035513823714482,0.000909037961579388
"FABP1","2168",-6.85367368746916,"Downregulated",14,0.00163525801930754,0.364485981308411,0.256903377241452,0.00294039799860995
"PCSK1N","27344",-3.72637155904355,"Downregulated",2,0.000403860449119192,0.326086956521739,0.0462056888879887,0.000964865902992318
"RNF43","54894",-1.80382588494909,"Downregulated",3,0.00121239342589096,0.323115161557581,0.0636097429436615,0.00107694474488261
"ARNT2","9915",-2.12155136771361,"Downregulated",3,0.00676588996224002,0.26298044504383,0.00750025664598491,0.00175836365751731
"SPAG5","10615",-2.73099246499955,"Downregulated",8,0.00359271941657273,0.280172413793103,0.0147804623239653,0.00268974295005272
"MPC1","51660",-1.41004658211761,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"MPP7","143098",-1.80638273661428,"Downregulated",5,0,0.290611028315946,0.0288706467791629,0.00161404130649609
"ZNF710","374655",2.07464849865145,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"S100A10","6281",1.83176636108831,"Upregulated",7,0.00535063776197386,0.334190231362468,0.0744811470382307,0.00244780866996947
"TUBA1B","10376",1.8929212662443,"Upregulated",13,0.0105270933992695,0.345744680851064,0.177998580639279,0.00371190299403262
"TRIM6","117854",-2.72622086448622,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"PCK1","5105",-5.11708408544342,"Downregulated",32,0.0124405238576979,0.38160469667319,0.602213803089145,0.00640636039938467
"MAN1C1","57134",-2.57317028297863,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"ADM","133",2.4589499192051,"Upregulated",5,0.000127046402463343,0.315533980582524,0.0702797226906079,0.00137285799144827
"PLPP4","196051",-3.34515222343779,"Downregulated",5,0.000228446339793214,0.283636363636364,0.0234846786542564,0.00152051560888607
"GBP2","2634",2.02011240362334,"Upregulated",14,0.000912585915558616,0.32258064516129,0.150455041579799,0.00307825405488654
"MTCL1","23255",1.9621630161623,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"MRO","83876",-2.9094377354623,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"CXCR4","7852",2.33968437454743,"Upregulated",35,0.0117867447171655,0.399181166837257,0.497779006089194,0.00751138881720798
"LMO3","55885",-2.80311543940805,"Downregulated",1,0,0.270645385149202,0.00967430518817185,0.000594795580271401
"CLCNKB","1188",-6.60300856615503,"Downregulated",12,0.00740295532573395,0.308056872037915,0.0382895627216574,0.00346544490770531
"SLC15A4","121260",2.16856733673603,"Upregulated",1,0,0.270457697642164,0.0137912266050833,0.000580359302012452
"FAM171A1","221061",-2.08425629696589,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"SLC38A1","81539",2.15784619704866,"Upregulated",4,0.00250719978044397,0.297029702970297,0.0322004138937382,0.00148544599422053
"SUSD2","56241",-2.88974066675871,"Downregulated",1,0,0.261569416498994,0.00696184854103182,0.00059982634282037
"HOXD8","3234",-1.79647459316271,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"VTCN1","79679",-5.25605769886496,"Downregulated",3,2.74289449789643e-05,0.289747399702823,0.0386428002867022,0.000950906111325244
"ENO2","2026",4.57175226021529,"Upregulated",23,0.00353945033301076,0.385756676557863,0.535630475880354,0.00459701280160431
"RIDA","10247",-1.90460367832948,"Downregulated",8,0.000140026890194041,0.317589576547231,0.134081280351866,0.00182394153400679
"MCAM","4162",2.1153486753566,"Upregulated",17,0.0086644215261682,0.353901996370236,0.15319771023281,0.00473787696526104
"MEF2C","4208",1.10755879339962,"Upregulated",6,0.00298790726423926,0.285923753665689,0.0194079909486777,0.00226466227778756
"FAM151A","338094",-7.23148079159989,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"GGH","8836",-2.50190335778631,"Downregulated",2,8.08316416867446e-05,0.242839352428394,0.00416812513052941,0.000924797616861395
"HAO2","51179",-6.36122760452538,"Downregulated",16,0.00251062994581517,0.337078651685393,0.272480904887928,0.00338445876100697
"PPP1R16B","26051",-2.14996386661117,"Downregulated",1,0,0.290394638868205,0.029093131172445,0.000535745850845333
"GLDC","2731",-2.68781342303175,"Downregulated",17,0.000822737707069319,0.324459234608985,0.284077189234296,0.00331947977090919
"BHMT2","23743",-1.62175171703855,"Downregulated",10,0.000513899647188475,0.30564263322884,0.115128633273043,0.00223925100440295
"PHGDH","26227",-2.31290964210041,"Downregulated",28,0.0168470215943378,0.396744659206511,0.515625424168811,0.00576787100272633
"MTCP1","4515",2.04883692618212,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"EYA4","2070",-2.62615678795098,"Downregulated",2,0.00335573364619008,0.225173210161663,0.000871988013266677,0.00173631083181759
"MSR1","4481",2.08441164353413,"Upregulated",10,0.00153105920223929,0.314262691377921,0.128266827535288,0.00237209458884545
"APOC1","341",5.77576207659212,"Upregulated",8,0.0006135232504492,0.335628227194492,0.0997240482993718,0.00199525268556711
"TREH","11181",-3.57368332306741,"Downregulated",4,0.000447516190803649,0.296127562642369,0.0702274238148362,0.00122912691896111
"LZTS3","9762",-1.78471364350625,"Downregulated",2,1.72531292863243e-05,0.75,2.66604554954924e-17,0.00314117012831915
"DEFB1","1672",-2.91203833749675,"Downregulated",5,9.27631042967083e-06,0.34061135371179,0.122651225043639,0.00130483750055457
"CLDN10","9071",-2.70841646348786,"Downregulated",4,0.000448364840891835,0.291044776119403,0.0241596265101251,0.00134151308896595
"RDH13","112724",2.00924850449491,"Upregulated",1,0,0.249360613810742,0.00736990172366168,0.000591177518660746
"NDNF","79625",-3.04177703648467,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"PRKCA","5578",-1.37118141647104,"Downregulated",12,0.00284855180792627,0.368271954674221,0.196723653966165,0.00294805642433914
"HRH2","3274",2.3152805958696,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"TMEM213","155006",-7.50090703746177,"Downregulated",1,0,0.254901960784314,0.00261603405690265,0.000632129395446321
"STC2","8614",3.11080530019307,"Upregulated",1,0,0.218732473359506,0.00077850478265271,0.000939826314035011
"PLIN2","123",1.87410195742866,"Upregulated",13,0.0077330406433899,0.357142857142857,0.164102862319352,0.00320212552176154
"COL21A1","81578",1.9842652492526,"Upregulated",6,0.000582564167120089,0.278571428571429,0.0122207788611498,0.00199514830728768
"ABHD14A","25864",-1.76289793026647,"Downregulated",2,0.0100154415507113,0.205696202531646,0.000839454712232334,0.00169660476952184
"RAB31","11031",1.33763755888937,"Upregulated",2,0.00436483729504196,0.319410319410319,0.0378719160952233,0.00123291901470129
"AFMID","125061",-2.31894251995294,"Downregulated",3,8.63485863598092e-05,0.282608695652174,0.0515346914423224,0.000927848186658929
"BCAM","4059",-1.95546328335594,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"TFAP2A","7020",-2.25133411893604,"Downregulated",9,0.0021239885055897,0.34061135371179,0.111069179639865,0.00246457490319286
"PGK1","5230",1.4411394961477,"Upregulated",34,0.0141229368923846,0.39553752535497,0.656824872623118,0.00658753684091593
"TMEM82","388595",-4.03652004118578,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"L1CAM","3897",-3.2705785815424,"Downregulated",14,0.0107236720760798,0.365853658536585,0.157921357148928,0.0037819856868349
"LHPP","64077",-1.83031760022224,"Downregulated",5,0.000488409792801247,0.3125,0.0478953109619352,0.00152916287685651
"SAT2","112483",-1.56992362282112,"Downregulated",2,0.00335573364619008,0.23650697392359,0.00797935039730861,0.00136895229748915
"ATP6V0D2","245972",-3.95053963743376,"Downregulated",4,0.00113487491628777,0.326086956521739,0.0436529804843647,0.00135379445142765
"PDE1A","5136",-1.71638211241681,"Downregulated",5,0.00076238033763242,0.281791907514451,0.0223977569806576,0.00168659404644466
"ABAT","18",-3.72245625939691,"Downregulated",19,0.00199204118908615,0.333618477331052,0.265492196799836,0.00382831746075886
"MT-CYB","4519",-2.31721748711107,"Downregulated",10,0.00726594695414701,0.353581142339075,0.107086970612969,0.00285249301738748
"GPNMB","10457",2.48039146580588,"Upregulated",3,0.000150943932602027,0.324189526184539,0.0566323777280311,0.00102581732597509
"BDH1","622",-2.27111509302379,"Downregulated",3,4.90905399087768e-06,0.285296269202634,0.06396020630323,0.00087078385797599
"MYOF","26509",1.93237629022853,"Upregulated",4,0.000881483543254193,0.311750599520384,0.0402656528399414,0.0012783667560083
"SAP30","8819",2.06687120855869,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"HOGA1","112817",-3.2691685419463,"Downregulated",8,0.000832641839707087,0.297029702970297,0.0839885454399609,0.00202591788256108
"TMEM45B","120224",-2.24243896809944,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"IKBIP","121457",1.57724259589676,"Upregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"PALD1","27143",1.57718431901449,"Upregulated",1,0,0.276595744680851,0.0119633157408194,0.000591527956442558
"CEL","1056",-2.87988056528859,"Downregulated",5,0.00179571353545443,0.335628227194492,0.0658124064779822,0.0014644966142099
"GRIK3","2899",2.60281276843152,"Upregulated",4,0.000178979854134443,0.269896193771626,0.00711072911585986,0.00157648130862678
"PFKP","5214",3.01899818843728,"Upregulated",21,0.00743871306903964,0.376447876447876,0.479658924904061,0.00410972659870859
"ADAMTS16","170690",-2.0147296318541,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"CD300A","11314",2.78453029029437,"Upregulated",5,2.43290680404478e-05,0.301158301158301,0.0655833474222682,0.00131483757579764
"ESPN","83715",-2.6795324728007,"Downregulated",3,0.00670284072773699,0.173025732031943,9.05356348461891e-06,0.00358402516853796
"CDC50B","161291",-2.04209510521605,"Downregulated",0,0,NA,1.26011005946746e-19,0.000362932494557705
"IL18BP","10068",1.78539402474946,"Upregulated",2,2.69857294602955e-05,0.276595744680851,0.0193672951855462,0.000819397860331992
"GIPC3","126326",1.7221069216054,"Upregulated",1,0,0.147559591373439,4.11426108409116e-07,0.00137840629230951
"ARHGAP25","9938",1.4634320708019,"Upregulated",2,0,0.274647887323944,0.0182365609816473,0.000796359436867001
"CCM2","83605",1.16651555038168,"Upregulated",2,3.81516722938497e-05,0.279369627507163,0.0161413764659343,0.000887972540076392
