"Gene_ID","Gene_Symbol","logFC_24455","SE_24455","p_24455","padj_24455","logFC_63183","SE_63183","p_63183","padj_63183","meta_log2FC","meta_SE","meta_pvalue","meta_padj","ci_lower","ci_upper","tau2","I2","Q","Q_pvalue"
2,"A2M",0.626170197757508,0.298710947928865,0.0360607993182197,0.129826445394346,1.14400956716205,0.800972618876438,0.1532125770006,0.505722721191852,0.626170197757508,0.298710947928865,0.0360607993182199,0.128933375021893,0.0407074980291132,1.2116328974859,0,0,0,1
9,"NAT1",-0.850367271810059,0.315683223039787,0.00706560985028006,0.0376284166027332,-1.69653920424418,1.17677378382058,0.149390755429909,0.499048919557113,-0.850367271810059,0.315683223039787,0.00706560985027999,0.0373005550553348,-1.46909501949157,-0.231639524128551,0,0,0,1
12,"SERPINA3",0.194372144261572,1.11118981421285,0.861140499295357,0.93296021320978,1.26436254486627,1.27178793597131,0.320144270192667,0.730755456477082,0.194372144261572,1.11118981421285,0.861140499295357,0.932849761774291,-1.98351987158337,2.37226416010651,0,0,0,1
14,"AAMP",-0.474506622195541,0.33385769940966,0.155234199334418,0.350573334155925,-0.442150736733604,0.727357144200365,0.543262618807459,0.863110672322745,-0.474506622195541,0.33385769940966,0.155234199334419,0.349011624083037,-1.12885568899987,0.179842444608792,0,0,0,1
16,"AARS1",0.144778559127423,0.288547469237692,0.615843714021496,0.791148146622291,-0.895295747222236,0.719881200800857,0.213620481928043,0.601072312832998,0.144778559127423,0.288547469237692,0.615843714021496,0.790119508916619,-0.420764088408632,0.710321206663478,0,0,0,1
18,"ABAT",-3.27093780911653,0.381484216190642,9.97419146140676e-18,1.92796906501896e-15,-4.56932682904442,0.811696407528145,1.80885280336676e-08,1.13114045267252e-06,-3.27093780911653,0.381484216190642,9.97419146140599e-18,1.89411300667799e-15,-4.01863313352068,-2.52324248471238,0,0,0,1
19,"ABCA1",1.3255117028786,0.349821905650278,0.00015119140278408,0.00162741240141861,1.75653169978934,0.750051082930359,0.0191867409762905,0.130140183572347,1.3255117028786,0.349821905650278,0.000151191402784086,0.00161147326777694,0.639873366800886,2.01115003895631,0,0,0,1
20,"ABCA2",-1.04300925460298,0.331325825114808,0.00164399234686618,0.0117327878150762,0.211866648455225,0.844749760059201,0.801965621729508,0.954505637458014,-1.04300925460298,0.331325825114808,0.00164399234686611,0.0116295639101762,-1.69239593897602,-0.39362257022994,0,0,0,1
21,"ABCA3",0.732218290331346,0.31997023634245,0.0221145283193295,0.0900592838737322,1.52276632463633,0.805160945361902,0.0585900373577127,0.285110674558988,0.732218290331346,0.31997023634245,0.0221145283193293,0.089433168965062,0.105088150975375,1.35934842968732,0,0,0,1
22,"ABCB7",0.237584218427696,0.246095686334792,0.334337497106191,0.560318452837387,0.00028885338133116,0.786184044889497,0.999706847716368,0.999865949044155,0.237584218427696,0.246095686334792,0.334337497106192,0.558873354014727,-0.244754463539162,0.719922900394554,0,0,0,1
23,"ABCF1",-0.997902860760622,0.496125453939083,0.0442840481789836,0.148633123242146,-0.29390976990354,0.821845611997877,0.720626486758606,0.932474382307177,-0.997902860760622,0.496125453939083,0.0442840481789837,0.147647940174033,-1.97029088229481,-0.0255148392264339,0,0,0,1
25,"ABL1",-0.253887256297929,0.337711476789501,0.452178879125588,0.667064703549347,-0.159059517246583,0.753725279043612,0.832862959486974,0.962020148738176,-0.253887256297929,0.337711476789501,0.452178879125589,0.665799697198899,-0.915789587971185,0.408015075375327,0,0,0,1
26,"AOC1",-1.55236781762419,0.580668603163406,0.00750834308340347,0.039510928096867,-0.684848217103608,0.710484507094091,0.335087453629422,0.730755456477082,-1.55236781762419,0.580668603163406,0.00750834308340339,0.0391624718737052,-2.69045736677765,-0.414278268470733,0,0,0,1
27,"ABL2",-0.0205613870417006,0.249688392839668,0.934369834987224,0.968965665359277,0.924532487972839,0.841903922036889,0.272141227166482,0.679299199595333,-0.0205613870417006,0.249688392839668,0.934369834987224,0.969085268087134,-0.509941644365139,0.468818870281737,0,0,0,1
28,"ABO",-1.8956630921344,0.539103574597944,0.00043756587875906,0.00396356065681382,-2.48163392984549,0.941169800012661,0.00837033264235272,0.0719745534906051,-1.8956630921344,0.539103574597944,0.000437565878759052,0.0039276389180787,-2.95228668228317,-0.839039501985628,0,0,0,1
29,"ABR",-0.882012381611884,0.357590284812993,0.0136423742522961,0.062140041234156,-2.05794878756081,1.07300696868253,0.0551202975247094,0.274964002879126,-0.882012381611884,0.357590284812993,0.0136423742522961,0.0616214847717614,-1.58287646106677,-0.181148302156998,0,0,0,1
30,"ACAA1",-0.881682947155289,0.412616638875173,0.0326135298900481,0.121561130964427,-2.32355825714447,0.753966733493964,0.00205768084134978,0.0253937210752438,-0.881682947155289,0.412616638875173,0.0326135298900479,0.120704974885401,-1.6903966987726,-0.0729691955379804,0,0,0,1
31,"ACACA",0.15676790577147,0.304052469171309,0.606137365390272,0.785212437702405,-0.0738843417019166,0.828939735374243,0.928977691558754,0.987237611466909,0.15676790577147,0.304052469171309,0.606137365390272,0.784077301097624,-0.439163983214771,0.752699794757711,0,0,0,1
32,"ACACB",-0.358250092903146,0.397371927661412,0.367296722085182,0.592614650117216,-2.21215775246935,0.744580817993685,0.00296821211640721,0.0334752805241376,-0.358250092903146,0.397371927661412,0.367296722085182,0.591385443500657,-1.13708475958677,0.420584573780477,0,0,0,1
33,"ACADL",0.349853692523361,0.313644439126816,0.264658995037078,0.485004542647278,-1.72203124987173,0.792471268949754,0.0297811547294588,0.179037029162029,0.349853692523361,0.313644439126816,0.264658995037078,0.48378740088452,-0.264878112116464,0.964585497163186,0,0,0,1
34,"ACADM",-1.34067759819749,0.241533766509883,2.84554135999377e-08,9.66638852092933e-07,-3.49347727878139,0.730178167062448,1.71483821423474e-06,6.28861567447704e-05,-1.34067759819749,0.241533766509883,2.8455413599936e-08,9.52020698679744e-07,-1.81407508160717,-0.867280114787813,0,0,0,1
35,"ACADS",-0.250085039881057,0.318982420430249,0.433034918738872,0.651756066505665,-1.32407590903587,0.853775683170921,0.120938227236136,0.443863726681049,-0.250085039881057,0.318982420430249,0.433034918738872,0.650434974829635,-0.875279095625758,0.375109015863644,0,0,0,1
36,"ACADSB",-2.19516254495522,0.324162580635997,1.27194280487939e-11,8.35222155701665e-10,-3.76923467200244,0.724527679659013,1.96801575374758e-07,9.31694237769936e-06,-2.19516254495522,0.324162580635997,1.27194280487939e-11,8.20555255415735e-10,-2.83050952813733,-1.5598155617731,0,0,0,1
37,"ACADVL",-0.291089746613177,0.256858206782234,0.257100809811068,0.476238563078296,0.0625903226797193,0.751587012820736,0.93363085327878,0.987705175235488,-0.291089746613177,0.256858206782234,0.257100809811068,0.475056902656247,-0.794522581039897,0.212343087813543,0,0,0,1
38,"ACAT1",-1.87668785172968,0.249390384325083,5.26795520030829e-14,5.43589602774669e-12,-3.2294559644334,0.804311367304208,5.94001147511881e-05,0.00139815522909433,-1.87668785172968,0.249390384325083,5.26795520030765e-14,5.34043909516902e-12,-2.36548402309745,-1.38789168036191,0,0,0,1
39,"ACAT2",-0.824342524074203,0.268900031370106,0.00217226729102549,0.0146497279125474,-1.18294131906996,0.784009322352891,0.131340754090807,0.464964025730426,-0.824342524074203,0.268900031370106,0.0021722672910255,0.0145281150222702,-1.3513769010013,-0.297308147147105,0,0,0,1
47,"ACLY",1.41042569139713,0.282184818506456,5.78578153328912e-07,1.37140009953126e-05,0.977225958390727,0.730856273550309,0.18119087468623,0.554068283214319,1.41042569139713,0.282184818506456,5.78578153328905e-07,1.35433493773153e-05,0.857353610140505,1.96349777265376,0,0,0,1
48,"ACO1",-1.64161641890525,0.414181585260655,7.38531050879906e-05,0.00090094223486896,-2.83125949680315,0.735703002616246,0.00011890496208097,0.00247186489503842,-1.64161641890525,0.414181585260655,7.38531050879938e-05,0.000890663162702522,-2.45339740907584,-0.829835428734661,0,0,0,1
50,"ACO2",-0.445947259682857,0.312449513245323,0.153504442431502,0.348156497757384,-1.738016392089,0.748499590543265,0.0202329109659201,0.135687616997941,-0.445947259682857,0.312449513245323,0.153504442431501,0.346509358329806,-1.05833705263076,0.166442533265047,0,0,0,1
51,"ACOX1",-0.889554831553992,0.201555902042229,1.01741037818204e-05,0.00016524189384817,-1.67327764457953,0.756123628416743,0.0268998290274876,0.165862485162496,-0.889554831553992,0.201555902042229,1.01741037818201e-05,0.000163306477726524,-1.28459714042824,-0.49451252267974,0,0,0,1
