"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015849","organic acid transport","49/1020","215/11930",0.227906976744186,2.665617875057,7.53551929697426,1.22791448002318e-10,2.24879207663727e-08,2.24879207663727e-08,"CYP4A11/SLC36A2/SLC7A9/SLC22A11/ABCB1/LRP2/SLC25A29/SLC13A2/SLC22A6/ABCD3/SLC16A7/SLC43A2/SLC26A6/CEACAM1/SLC23A1/SLC43A1/SLC16A4/SFXN5/RGS2/FABP1/ALB/MPC1/SLC13A3/SLC10A2/ABCC6/ABAT/CLTRN/SLC25A12/SLC22A2/CLDN2/SLC16A9/SLC16A12/SLC3A1/CTNS/LLGL2/SLC25A10/SLC1A1/CYP4F2/SLC27A2/SLC26A7/FOLR1/SLC5A12/SLC16A5/PLA2R1/ACE2/CASR/SLC25A20/SLC22A8/PPARA",49
"GO:0046942","carboxylic acid transport","49/1020","215/11930",0.227906976744186,2.665617875057,7.53551929697426,1.22791448002318e-10,2.24879207663727e-08,2.24879207663727e-08,"CYP4A11/SLC36A2/SLC7A9/SLC22A11/ABCB1/LRP2/SLC25A29/SLC13A2/SLC22A6/ABCD3/SLC16A7/SLC43A2/SLC26A6/CEACAM1/SLC23A1/SLC43A1/SLC16A4/SFXN5/RGS2/FABP1/ALB/MPC1/SLC13A3/SLC10A2/ABCC6/ABAT/CLTRN/SLC25A12/SLC22A2/CLDN2/SLC16A9/SLC16A12/SLC3A1/CTNS/LLGL2/SLC25A10/SLC1A1/CYP4F2/SLC27A2/SLC26A7/FOLR1/SLC5A12/SLC16A5/PLA2R1/ACE2/CASR/SLC25A20/SLC22A8/PPARA",49
"GO:0009081","branched-chain amino acid metabolic process","15/1020","25/11930",0.6,7.01764705882353,9.20919664650246,1.24557346648332e-10,2.24879207663727e-08,2.24879207663727e-08,"HIBADH/ACAT1/PCCB/BCKDHB/MCCC2/DLD/PCCA/PPM1K/ACAD8/HIBCH/AUH/ACADSB/ECHS1/ALDH6A1/MCCC1",15
"GO:0001822","kidney development","45/1020","188/11930",0.23936170212766,2.79959324155194,7.60452286364115,1.27560883571956e-10,2.24879207663727e-08,2.24879207663727e-08,"TCF21/CYP4A11/ACAT1/GATA3/BMP6/LHX1/AGTR1/MME/EPCAM/UMOD/SLC22A6/AQP1/COL4A4/WT1/ARL3/AQP2/IFT88/NPHS2/FOXC1/CALB1/SALL1/SLIT2/IRX2/CYP4A22/GPC3/ROBO2/PAX8/SFRP1/ASS1/COL4A3/TFAP2A/ALDH1A2/WNK4/CAT/CTSH/PTPRO/SLC34A1/CYP26B1/HPGD/SMAD6/STRA6/KLF15/TFAP2B/HS3ST3B1/FGF1",45
"GO:0006081","aldehyde metabolic process","24/1020","65/11930",0.369230769230769,4.3185520361991,8.20278198338539,2.34114218813976e-10,3.96214903920772e-08,3.96214903920772e-08,"ALDH9A1/BMP6/ALPL/PCK1/ALDH2/IDH1/AGXT/PNKD/ALDOB/BMP5/AKR1A1/ALDH7A1/AGXT2/GRHPR/SLC25A10/MGAT4A/AKR7A3/TKFC/GLYCTK/HAGH/ALDH1A2/RDH10/HOGA1/ALDH1B1",24
"GO:0006575","modified amino acid metabolic process","37/1020","140/11930",0.264285714285714,3.09110644257703,7.60979548619729,2.87904515878452e-10,4.68509233339127e-08,4.68509233339127e-08,"ALDH9A1/GATA3/FTCD/CHDH/CRAT/CRYM/DPEP1/SULT1B1/SLC25A42/GGH/ALDH7A1/GGT1/AGXT2/BBOX1/BHMT2/CTNS/SLC1A1/HAGH/PAX8/SLC26A7/FOLR1/ASS1/GSTA2/SARDH/SHMT1/NFE2L2/HOGA1/DIO1/GSTM3/ALDH4A1/MBOAT2/NAT8/GCH1/GATM/SERINC1/IYD/BHMT",37
"GO:0009062","fatty acid catabolic process","28/1020","87/11930",0.32183908045977,3.76425512733829,7.91218831833547,3.13714834720635e-10,4.91602765075188e-08,4.91602765075188e-08,"PHYH/CYP4A11/CYP4F3/ECHDC1/ACAT1/EHHADH/PCCB/ABCD3/CRAT/HACL2/ETFA/ETFDH/PCCA/ACOX2/CYP4F2/PLIN5/SLC27A2/MCEE/CYP4F12/ECI2/HACL1/SCP2/ACOX1/AUH/ADTRP/ECHS1/PPARA/GCDH",28
"GO:0006066","alcohol metabolic process","51/1020","240/11930",0.2125,2.48541666666667,7.10781945215896,7.30408546775361e-10,1.10369948621663e-07,1.10369948621663e-07,"CUBN/RBP4/CYP27B1/BMP6/FDX1/ADH1B/SPHK2/AGTR1/RDH12/CYP39A1/FDFT1/PTH1R/PCK1/ALDH2/CEL/IDH1/ADH6/PCK2/CYP51A1/CYP27A1/MIOX/SULT1B1/BMP5/AKR1A1/PNPLA4/EPHX2/ACSS2/GK/PECR/CYP24A1/GDPD3/TKFC/SCAP/DGAT2/SULT1C4/ALDH1A2/HSD11B2/INPP5J/NUDT4/RDH10/SCP2/GNAI1/IDI1/ALDH1B1/CBR4/SGPP1/GCH1/SORD/FGF1/NAPEPLD/ITPKB",51
"GO:0009410","response to xenobiotic stimulus","49/1020","235/11930",0.208510638297872,2.43875677930747,6.81100079454285,3.08712901027766e-09,4.50401477327062e-07,4.50401477327062e-07,"RBP4/SLC22A12/GATA3/ABCB1/IGFBP2/MT-ND1/NAT1/ABCD3/UGT1A9/ALAD/ALDH2/TPMT/EPHX1/SULT1B1/FMO4/ABCC6/ABAT/CBR1/PRKN/ACSM2B/ARNT2/PNP/BPHL/CYP4F2/HNF4A/PON3/SFRP1/MT-CYB/SULT1C4/ASS1/CYP4F12/ABHD10/GSTA2/WNK4/CAT/HSD11B2/ALAS1/GLYAT/FBP1/NFE2L2/SLC34A1/CYP26B1/GSTM3/C1orf115/SMPD1/TFAP2B/AOX1/CRHBP/CRYZ",49
"GO:0072073","kidney epithelium development","27/1020","90/11930",0.3,3.50882352941176,7.30474815709932,3.72814139444519e-09,5.25792207996587e-07,5.25792207996587e-07,"TCF21/ACAT1/GATA3/LHX1/EPCAM/UMOD/SLC22A6/AQP1/WT1/NPHS2/FOXC1/CALB1/SALL1/SLIT2/IRX2/GPC3/ROBO2/PAX8/SFRP1/WNK4/CAT/PTPRO/SMAD6/KLF15/TFAP2B/HS3ST3B1/FGF1",27
